pitch_type,game_date,release_speed,release_pos_x,release_pos_z,pitcher_name,batter,pitcher,events,description,game_type,stand,p_throws,home_team,away_team,type,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,outs_when_up,inning,inning_topbot,hc_x,hc_y,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,release_spin_rate,release_extension,game_pk,estimated_ba_using_speedangle,estimated_woba_using_speedangle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,active_record
FC,6/9/2021,90.5,-2.89,6.37,"Martin, Chris",592663,455119,,swinging_strike,R,R,R,PHI,ATL,S,,0,1,2021,0.27,0.38,0.02,3.31,1,8,Bot,,,3.41,1.56,,,,2102,6.3,633764,,,61,2,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard,194,1
FF,6/9/2021,93.2,1.27,6.9,"Smith, Will",656555,519293,,foul,R,R,L,PHI,ATL,S,,2,1,2021,0.61,1.51,-0.01,2.9,0,9,Bot,,,3.55,1.63,207,73.4,40,2324,6.2,633764,,,66,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,150,1
FF,6/9/2021,96.2,1.85,6.36,"Matzek, Tyler",663897,554431,,ball,R,R,L,PHI,ATL,B,,1,2,2021,0.37,1.54,1.22,5.48,0,7,Bot,,,3.05,1.49,,,,2391,6.2,633764,,,54,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Strategic,154,1
FF,6/9/2021,95.3,0.78,6.48,"Davidson, Tucker",516416,656353,field_out,hit_into_play,R,R,L,PHI,ATL,X,ground_ball,0,2,2021,0.13,1.42,0.24,1.52,0,1,Bot,119.05,155.29,3.3,1.5,118,106,2,2176,6.1,633764,0.483,0.435,5,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,164,1
CH,6/9/2021,87.6,-3.03,6.35,"Martin, Chris",592663,455119,,foul,R,R,R,PHI,ATL,S,,0,0,2021,-1.03,0.34,-0.13,2.15,1,8,Bot,,,3.41,1.56,,,,1716,6.4,633764,,,61,1,Changeup,0,1,0,1,1,0,0,1,Infield shift,Standard,225,1
SL,6/9/2021,84.3,1.87,6.3,"Matzek, Tyler",663897,554431,,foul,R,R,L,PHI,ATL,S,,1,1,2021,-0.37,-0.62,-0.41,1.8,0,7,Bot,,,3.41,1.56,,,,2972,6.2,633764,,,54,3,Slider,0,1,0,1,1,0,0,1,Standard,Standard,319,1
SL,6/9/2021,80.1,1.49,6.8,"Smith, Will",656555,519293,,ball,R,R,L,PHI,ATL,B,,1,1,2021,-0.92,-0.26,-1.25,2.35,0,9,Bot,,,3.62,1.7,,,,2215,6.1,633764,,,66,3,Slider,0,1,0,1,1,0,0,1,Infield shift,Standard,316,1
FF,6/9/2021,91.5,1.34,6.87,"Smith, Will",656555,519293,,foul,R,R,L,PHI,ATL,S,,1,0,2021,0.68,1.48,-0.9,2.45,0,9,Bot,,,3.55,1.63,41,101.4,-1,2244,6.3,633764,,,66,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,147,1
FF,6/9/2021,93.8,0.93,6.39,"Davidson, Tucker",516416,656353,,called_strike,R,R,L,PHI,ATL,S,,0,1,2021,0.23,1.45,-0.22,1.95,0,1,Bot,,,3.12,1.48,,,,2081,6.1,633764,,,5,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,166,1
SL,6/9/2021,82.1,1.79,6.36,"Matzek, Tyler",663897,554431,,called_strike,R,R,L,PHI,ATL,S,,1,0,2021,-0.62,-0.45,-0.03,2.21,0,7,Bot,,,3.09,1.45,,,,2595,6.3,633764,,,54,2,Slider,0,1,0,1,1,0,0,1,Standard,Standard,321,1
FC,6/9/2021,91.1,-2.82,6.54,"Martin, Chris",516416,455119,field_out,hit_into_play,R,R,R,PHI,ATL,X,fly_ball,0,1,2021,0.38,0.66,0.35,1.67,0,8,Bot,182.8,121.87,3.3,1.5,238,77.3,45,2173,6.3,633764,0.1,0.101,60,2,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,196,1
FF,6/9/2021,94.2,1.84,6.48,"Matzek, Tyler",663897,554431,,ball,R,R,L,PHI,ATL,B,,0,0,2021,0.18,1.49,1,3.3,0,7,Bot,,,3.19,1.5,,,,2067,6.2,633764,,,54,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,151,1
FF,6/9/2021,94.8,1.12,6.45,"Davidson, Tucker",516416,656353,,called_strike,R,R,L,PHI,ATL,S,,0,0,2021,0.22,1.37,0.85,1.96,0,1,Bot,,,3.01,1.46,,,,2021,6.2,633764,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,161,1
FF,6/9/2021,92.5,1.41,6.88,"Smith, Will",656555,519293,,ball,R,R,L,PHI,ATL,B,,0,0,2021,0.66,1.42,-1.22,3.33,0,9,Bot,,,3.61,1.69,,,,2252,6.2,633764,,,66,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,152,1
SL,6/9/2021,83,-3.1,6.39,"Martin, Chris",516416,455119,,called_strike,R,R,R,PHI,ATL,S,,0,0,2021,1.27,0.04,0.4,2.99,0,8,Bot,,,3.01,1.47,,,,2358,6,633764,,,60,1,Slider,0,1,0,1,1,0,0,1,Standard,Standard,45,1
FF,6/8/2021,92.7,1.72,6.73,"Smyly, Drew",516416,592767,double,hit_into_play,R,R,L,PHI,ATL,X,line_drive,0,1,2021,0.66,1.52,0.07,2.72,1,5,Bot,117.47,35.18,3.3,1.5,399,102.9,22,2047,5.8,633785,0.65,0.99,43,2,4-Seam Fastball,2,4,2,4,4,3,3,4,Standard,Strategic,144,1
FF,6/8/2021,93.1,1.65,6.69,"Smyly, Drew",516416,592767,,foul,R,R,L,PHI,ATL,S,,0,0,2021,0.86,1.52,0.01,2.46,1,5,Bot,,,3.3,1.5,221,71.3,44,2062,5.9,633785,,,43,1,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,157,1
FF,6/8/2021,92.6,1.59,6.89,"Smyly, Drew",546318,592767,field_out,hit_into_play,R,L,L,PHI,ATL,X,popup,2,2,2021,0.64,1.74,0.24,3.74,0,5,Bot,147.6,151.8,3.32,1.51,135,84.7,65,2165,5.7,633785,0.003,0.003,42,7,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,158,1
FF,6/8/2021,92.4,1.58,6.8,"Smyly, Drew",546318,592767,,foul,R,L,L,PHI,ATL,S,,2,2,2021,0.46,1.6,0.71,3.62,0,5,Bot,,,3.32,1.51,84,39.4,34,2080,5.9,633785,,,42,6,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,157,1
CU,6/8/2021,80.3,1.96,6.56,"Smyly, Drew",546318,592767,,blocked_ball,R,L,L,PHI,ATL,B,,1,2,2021,0.21,-0.08,-0.88,-0.74,0,5,Bot,,,3.09,1.51,,,,1970,5.8,633785,,,42,5,Curveball,2,4,2,4,4,2,2,4,Standard,Standard,34,1
CU,6/8/2021,80.5,1.83,6.67,"Smyly, Drew",546318,592767,,foul,R,L,L,PHI,ATL,S,,1,2,2021,0.08,0.08,-0.76,0.66,0,5,Bot,,,3.32,1.51,,,,2120,5.7,633785,,,42,4,Curveball,2,4,2,4,4,2,2,4,Standard,Standard,58,1
FF,6/8/2021,91.6,1.71,6.88,"Smyly, Drew",546318,592767,,swinging_strike,R,L,L,PHI,ATL,S,,1,1,2021,0.42,1.64,0.48,4.67,0,5,Bot,,,3.32,1.51,,,,2147,5.9,633785,,,42,3,4-Seam Fastball,2,4,2,4,4,2,2,4,Infield shift,Standard,162,1
CU,6/8/2021,79.9,1.85,6.67,"Smyly, Drew",546318,592767,,ball,R,L,L,PHI,ATL,B,,0,1,2021,0,0.24,-1.35,1.04,0,5,Bot,,,3.11,1.51,,,,2078,5.7,633785,,,42,2,Curveball,2,4,2,4,4,2,2,4,Infield shift,Standard,97,1
FF,6/8/2021,92.6,1.67,6.79,"Smyly, Drew",546318,592767,,foul,R,L,L,PHI,ATL,S,,0,0,2021,0.36,1.61,-0.72,2.13,0,5,Bot,,,3.32,1.51,120,68.3,24,2206,5.8,633785,,,42,1,4-Seam Fastball,2,4,2,4,4,2,2,4,Infield shift,Standard,154,1
CU,6/8/2021,79.6,2.04,6.69,"Smyly, Drew",663897,592767,single,hit_into_play,R,R,L,PHI,ATL,X,ground_ball,0,0,2021,-0.01,-0.04,-0.72,2.51,0,5,Bot,115.39,185.59,3.41,1.56,3,42.3,-46,2346,5.6,633785,0.233,0.217,41,1,Curveball,2,4,2,4,4,2,2,4,Standard,Standard,7,1
CU,6/8/2021,79.7,1.93,6.66,"Smyly, Drew",591720,592767,field_out,hit_into_play,R,R,L,PHI,ATL,X,fly_ball,0,2,2021,0.19,-0.03,1.13,2.64,2,4,Bot,211.71,97.47,3.26,1.48,322,87.2,34,1885,5.5,633785,0.027,0.03,34,3,Curveball,2,3,2,3,3,2,2,3,Infield shift,Standard,23,1
FF,6/8/2021,92.5,1.74,6.72,"Smyly, Drew",591720,592767,,foul,R,R,L,PHI,ATL,S,,0,1,2021,0.58,1.67,0.18,2.35,2,4,Bot,,,3.26,1.48,150,74.9,67,2183,5.7,633785,,,34,2,4-Seam Fastball,2,3,2,3,3,2,2,3,Infield shift,Standard,151,1
FF,6/8/2021,93.3,1.72,6.69,"Smyly, Drew",591720,592767,,foul,R,R,L,PHI,ATL,S,,0,0,2021,0.64,1.72,-0.09,2.29,2,4,Bot,,,3.26,1.48,148,74.6,13,2190,5.7,633785,,,34,1,4-Seam Fastball,2,3,2,3,3,2,2,3,Infield shift,Standard,153,1
FF,6/8/2021,91.9,1.69,6.66,"Smyly, Drew",664761,592767,field_out,hit_into_play,R,R,L,PHI,ATL,X,fly_ball,2,0,2021,0.65,1.67,-0.52,2.07,1,4,Bot,160.15,144.03,3.58,1.68,165,74.5,61,2140,5.8,633785,0.02,0.022,33,3,4-Seam Fastball,2,3,2,3,3,2,2,3,Infield shift,Standard,149,1
FF,6/8/2021,92.1,1.81,6.7,"Smyly, Drew",664761,592767,,ball,R,R,L,PHI,ATL,B,,1,0,2021,0.63,1.7,-0.93,1.46,1,4,Bot,,,3.51,1.68,,,,2220,5.9,633785,,,33,2,4-Seam Fastball,2,3,2,3,3,2,2,3,Infield shift,Standard,151,1
FC,6/8/2021,88.7,2.13,6.49,"Smyly, Drew",664761,592767,,blocked_ball,R,R,L,PHI,ATL,B,,0,0,2021,0.25,1.26,-0.57,0.1,1,4,Bot,,,3.49,1.68,,,,1989,5.8,633785,,,33,1,Cutter,2,3,2,3,3,2,2,3,Infield shift,Standard,145,1
FF,6/8/2021,91.8,1.64,6.7,"Smyly, Drew",457705,592767,field_out,hit_into_play,R,R,L,PHI,ATL,X,fly_ball,0,0,2021,0.46,1.52,-0.23,2.65,0,4,Bot,161.99,131.07,3.32,1.51,195,65.2,46,2051,5.7,633785,0.28,0.278,32,1,4-Seam Fastball,2,3,2,3,3,2,2,3,Standard,Standard,156,1
FF,6/8/2021,91.4,1.83,6.71,"Smyly, Drew",592663,592767,walk,ball,R,R,L,PHI,ATL,B,,3,0,2021,0.61,1.56,1.01,2.19,0,4,Bot,,,3.49,1.56,,,,2175,5.9,633785,,,31,4,4-Seam Fastball,2,3,2,3,3,2,2,3,Standard,Standard,157,1
FC,6/8/2021,87.1,2.13,6.52,"Smyly, Drew",592663,592767,,ball,R,R,L,PHI,ATL,B,,2,0,2021,0.22,1.17,-0.31,4.33,0,4,Bot,,,3.49,1.56,,,,1893,5.8,633785,,,31,3,Cutter,2,3,2,3,3,2,2,3,Standard,Standard,142,1
FC,6/8/2021,87.7,2.36,6.48,"Smyly, Drew",592663,592767,,ball,R,R,L,PHI,ATL,B,,1,0,2021,0.34,1.26,1.39,3.75,0,4,Bot,,,3.47,1.56,,,,1898,5.9,633785,,,31,2,Cutter,2,3,2,3,3,2,2,3,Standard,Standard,147,1
FF,6/8/2021,92.6,1.82,6.76,"Smyly, Drew",592663,592767,,ball,R,R,L,PHI,ATL,B,,0,0,2021,0.57,1.5,0.75,3.81,0,4,Bot,,,3.53,1.56,,,,2157,5.8,633785,,,31,1,4-Seam Fastball,2,3,2,3,3,2,2,3,Standard,Standard,154,1
FF,6/8/2021,92.4,1.91,6.68,"Smyly, Drew",547180,592767,home_run,hit_into_play,R,L,L,PHI,ATL,X,fly_ball,3,0,2021,0.38,1.47,0.04,2.48,0,4,Bot,184.2,43.25,3.49,1.6,410,110.5,22,2253,6,633785,0.953,1.768,30,4,4-Seam Fastball,1,3,1,3,3,2,2,3,Infield shift,Standard,157,1
FF,6/8/2021,92.8,1.83,6.67,"Smyly, Drew",547180,592767,,ball,R,L,L,PHI,ATL,B,,2,0,2021,0.69,1.34,-1.16,1.35,0,4,Bot,,,3.25,1.6,,,,1890,5.9,633785,,,30,3,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shift,Standard,152,1
CU,6/8/2021,78.5,1.97,6.67,"Smyly, Drew",547180,592767,,ball,R,L,L,PHI,ATL,B,,1,0,2021,0.05,0.16,-1.23,0.94,0,4,Bot,,,3.25,1.6,,,,2228,5.7,633785,,,30,2,Curveball,1,3,1,3,3,1,1,3,Infield shift,Standard,21,1
CU,6/8/2021,79.8,2.05,6.64,"Smyly, Drew",547180,592767,,ball,R,L,L,PHI,ATL,B,,0,0,2021,0.14,0.17,-1.38,1.62,0,4,Bot,,,3.3,1.6,,,,2267,5.8,633785,,,30,1,Curveball,1,3,1,3,3,1,1,3,Infield shift,Standard,25,1
CU,6/8/2021,80.3,1.86,6.69,"Smyly, Drew",656555,592767,field_out,hit_into_play,R,R,L,PHI,ATL,X,popup,0,0,2021,0.03,-0.08,0.43,2.93,2,3,Bot,137.04,206.39,3.55,1.63,29,89.9,81,2025,5.5,633785,0.003,0.005,25,1,Curveball,1,2,1,2,2,1,1,2,Infield shift,Standard,2,1
FF,6/8/2021,92.6,1.74,6.68,"Smyly, Drew",516416,592767,walk,ball,R,R,L,PHI,ATL,B,,3,2,2021,0.69,1.55,-0.55,3.85,2,3,Bot,,,3.02,1.46,,,,2042,5.9,633785,,,24,7,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,150,1
CU,6/8/2021,79.5,2.03,6.62,"Smyly, Drew",516416,592767,,ball,R,R,L,PHI,ATL,B,,2,2,2021,0.1,-0.17,1.36,2.78,2,3,Bot,,,2.96,1.42,,,,1802,5.5,633785,,,24,6,Curveball,1,2,1,2,2,1,1,2,Standard,Strategic,352,1
FF,6/8/2021,92.9,1.79,6.69,"Smyly, Drew",516416,592767,,ball,R,R,L,PHI,ATL,B,,1,2,2021,0.73,1.53,-0.33,4.08,2,3,Bot,,,2.98,1.42,,,,1992,5.7,633785,,,24,5,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Strategic,151,1
CU,6/8/2021,80.5,1.99,6.57,"Smyly, Drew",516416,592767,,foul,R,R,L,PHI,ATL,S,,1,2,2021,0.05,0.3,0.31,1.22,2,3,Bot,,,3.3,1.5,132,75.1,72,1761,5.6,633785,,,24,4,Curveball,1,2,1,2,2,1,1,2,Standard,Standard,73,1
FC,6/8/2021,87.5,2.18,6.48,"Smyly, Drew",516416,592767,,foul,R,R,L,PHI,ATL,S,,1,1,2021,0.45,0.89,0.53,2.45,2,3,Bot,,,3.3,1.5,190,82.5,63,1907,5.8,633785,,,24,3,Cutter,1,2,1,2,2,1,1,2,Standard,Standard,142,1
FC,6/8/2021,88.5,2.07,6.48,"Smyly, Drew",516416,592767,,foul_bunt,R,R,L,PHI,ATL,S,,1,0,2021,0.39,0.89,-0.03,2.38,2,3,Bot,,,3.3,1.5,2,,,1919,5.8,633785,,,24,2,Cutter,1,2,1,2,2,1,1,2,Standard,Standard,148,1
FF,6/8/2021,93.1,1.63,6.74,"Smyly, Drew",516416,592767,,ball,R,R,L,PHI,ATL,B,,0,0,2021,0.8,1.27,0.12,3.83,2,3,Bot,,,3.06,1.5,,,,2094,5.8,633785,,,24,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,151,1
CU,6/8/2021,81,1.96,6.58,"Smyly, Drew",546318,592767,field_out,hit_into_play,R,L,L,PHI,ATL,X,line_drive,1,2,2021,0.16,0,-0.56,1.54,1,3,Bot,129.01,56.1,3.32,1.51,354,93.9,21,1971,5.7,633785,0.243,0.287,23,4,Curveball,1,2,1,2,2,1,1,2,Standard,Standard,15,1
CU,6/8/2021,81.5,1.93,6.48,"Smyly, Drew",546318,592767,,blocked_ball,R,L,L,PHI,ATL,B,,0,2,2021,0.22,-0.03,-1.47,-1.49,1,3,Bot,,,2.96,1.51,,,,2267,5.8,633785,,,23,3,Curveball,1,2,1,2,2,1,1,2,Standard,Standard,36,1
CU,6/8/2021,81,1.9,6.6,"Smyly, Drew",546318,592767,,swinging_strike_blocked,R,L,L,PHI,ATL,S,,0,1,2021,0.36,-0.13,-0.85,0.67,1,3,Bot,,,3.32,1.51,,,,2142,5.7,633785,,,23,2,Curveball,1,2,1,2,2,1,1,2,Infield shift,Standard,27,1
CU,6/8/2021,79.9,1.96,6.64,"Smyly, Drew",546318,592767,,called_strike,R,L,L,PHI,ATL,S,,0,0,2021,0.38,-0.12,-0.72,2.42,1,3,Bot,,,3.23,1.51,,,,2116,5.6,633785,,,23,1,Curveball,1,2,1,2,2,1,1,2,Infield shift,Standard,24,1
FF,6/8/2021,91.9,1.54,6.78,"Smyly, Drew",605400,592767,sac_bunt,hit_into_play,R,R,L,PHI,ATL,X,ground_ball,1,1,2021,0.5,1.55,-0.65,2.64,0,3,Bot,130.44,195.19,3.47,1.59,1,39.3,-72,2130,5.9,633785,0.14,0.126,22,3,4-Seam Fastball,0,2,0,2,2,1,1,2,Strategic,Strategic,150,1
FF,6/8/2021,90.4,1.77,6.72,"Smyly, Drew",605400,592767,,foul_bunt,R,R,L,PHI,ATL,S,,1,0,2021,0.35,1.6,0.23,3.15,0,3,Bot,,,3.47,1.59,5,,,2165,5.9,633785,,,22,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Strategic,Strategic,151,1
FF,6/8/2021,91.1,1.7,6.76,"Smyly, Drew",605400,592767,,ball,R,R,L,PHI,ATL,B,,0,0,2021,0.37,1.53,0.23,3.7,0,3,Bot,,,2.84,0.88,,,,2211,5.7,633785,,,22,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Strategic,Strategic,153,1
FC,6/8/2021,88.2,2.08,6.45,"Smyly, Drew",591720,592767,single,hit_into_play,R,R,L,PHI,ATL,X,ground_ball,1,0,2021,0.3,0.97,0.04,2.07,0,3,Bot,115.71,121.9,3.26,1.48,24,98.6,-4,1934,5.8,633785,0.287,0.258,21,2,Cutter,0,2,0,2,2,0,0,2,Infield shift,Standard,135,1
CU,6/8/2021,79.2,1.91,6.65,"Smyly, Drew",591720,592767,,ball,R,R,L,PHI,ATL,B,,0,0,2021,0.06,0.04,-0.71,2.42,0,3,Bot,,,2.97,1.37,,,,2111,5.5,633785,,,21,1,Curveball,0,2,0,2,2,0,0,2,Infield shift,Standard,11,1
CU,6/8/2021,79.7,2.05,6.6,"Smyly, Drew",664761,592767,single,hit_into_play,R,R,L,PHI,ATL,X,ground_ball,1,1,2021,0.31,-0.11,-0.33,1.26,0,3,Bot,102.65,108.35,3.58,1.68,90,101.8,5,2218,5.6,633785,0.617,0.605,20,3,Curveball,0,2,0,2,2,0,0,2,Infield shift,Standard,10,1
FC,6/8/2021,87.8,2.15,6.51,"Smyly, Drew",664761,592767,,ball,R,R,L,PHI,ATL,B,,0,1,2021,0.25,1.08,-1.16,1.33,0,3,Bot,,,3.54,1.68,,,,1964,6,633785,,,20,2,Cutter,0,2,0,2,2,0,0,2,Infield shift,Standard,136,1
FC,6/8/2021,88.3,2.05,6.56,"Smyly, Drew",664761,592767,,swinging_strike,R,R,L,PHI,ATL,S,,0,0,2021,0.4,1.24,0.1,2.6,0,3,Bot,,,3.58,1.68,,,,1961,5.9,633785,,,20,1,Cutter,0,2,0,2,2,0,0,2,Infield shift,Standard,156,1
CU,6/8/2021,80.6,2.08,6.68,"Smyly, Drew",457705,592767,field_out,hit_into_play,R,R,L,PHI,ATL,X,fly_ball,0,0,2021,0.13,0.05,0.03,2.74,2,2,Bot,89.58,60.73,3.32,1.51,354,93.3,29,2197,5.7,633785,0.13,0.203,15,1,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,25,1
CU,6/8/2021,80.2,2.07,6.64,"Smyly, Drew",592663,592767,field_out,hit_into_play,R,R,L,PHI,ATL,X,ground_ball,2,1,2021,0.55,-0.21,0.44,1.77,1,2,Bot,101.48,169.75,3.41,1.56,41,76,1,2057,5.6,633785,0.133,0.12,14,4,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,22,1
FF,6/8/2021,93,1.76,6.81,"Smyly, Drew",592663,592767,,ball,R,R,L,PHI,ATL,B,,1,1,2021,0.7,1.62,1.6,2.81,1,2,Bot,,,3.51,1.56,,,,2101,5.8,633785,,,14,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,156,1
CU,6/8/2021,80.5,2.02,6.64,"Smyly, Drew",592663,592767,,ball,R,R,L,PHI,ATL,B,,0,1,2021,0.48,0.06,0.19,1.49,1,2,Bot,,,3.61,1.68,,,,2066,5.7,633785,,,14,2,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,34,1
FF,6/8/2021,93,1.85,6.74,"Smyly, Drew",592663,592767,,called_strike,R,R,L,PHI,ATL,S,,0,0,2021,0.63,1.69,0.48,2.87,1,2,Bot,,,3.53,1.56,,,,2018,5.8,633785,,,14,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,151,1
FC,6/8/2021,89.5,2.14,6.37,"Smyly, Drew",547180,592767,field_out,hit_into_play,R,L,L,PHI,ATL,X,ground_ball,2,2,2021,0.55,1.15,0.08,2.37,0,2,Bot,158.73,135.56,3.49,1.6,85,105,4,1932,6,633785,0.56,0.525,13,7,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard,141,1
CU,6/8/2021,81.1,2.06,6.56,"Smyly, Drew",547180,592767,,ball,R,L,L,PHI,ATL,B,,1,2,2021,0.13,0,-1.91,-1.48,0,2,Bot,,,3.25,1.6,,,,2310,5.8,633785,,,13,6,Curveball,0,1,0,1,1,0,0,1,Infield shift,Standard,36,1
CU,6/8/2021,81.4,2.13,6.62,"Smyly, Drew",547180,592767,,foul,R,L,L,PHI,ATL,S,,1,2,2021,0.06,0.13,0.72,3.19,0,2,Bot,,,3.49,1.6,107,69.3,9,1888,5.7,633785,,,13,5,Curveball,0,1,0,1,1,0,0,1,Infield shift,Standard,41,1
FF,6/8/2021,93,1.75,6.77,"Smyly, Drew",547180,592767,,ball,R,L,L,PHI,ATL,B,,0,2,2021,0.4,1.62,-0.26,4.13,0,2,Bot,,,3.26,1.6,,,,1991,5.8,633785,,,13,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,144,1
FF,6/8/2021,92.9,1.75,6.79,"Smyly, Drew",547180,592767,,foul,R,L,L,PHI,ATL,S,,0,2,2021,0.6,1.68,0.18,3.17,0,2,Bot,,,3.49,1.6,229,77.3,47,2229,5.7,633785,,,13,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,151,1
CU,6/8/2021,79.8,2.06,6.7,"Smyly, Drew",547180,592767,,swinging_strike,R,L,L,PHI,ATL,S,,0,1,2021,-0.06,0,0.02,1.05,0,2,Bot,,,3.49,1.6,,,,2319,5.7,633785,,,13,2,Curveball,0,1,0,1,1,0,0,1,Infield shift,Standard,33,1
FF,6/8/2021,92.4,1.81,6.77,"Smyly, Drew",547180,592767,,swinging_strike,R,L,L,PHI,ATL,S,,0,0,2021,0.49,1.63,-0.55,3.11,0,2,Bot,,,3.49,1.6,,,,2123,5.9,633785,,,13,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,154,1
FC,6/8/2021,87.8,1.98,6.56,"Smyly, Drew",656555,592767,grounded_into_double_play,hit_into_play,R,R,L,PHI,ATL,X,ground_ball,3,2,2021,0.35,1.08,-0.97,2.4,1,1,Bot,127.9,188.07,3.55,1.63,4,41.9,-32,1874,5.8,633785,0.25,0.259,8,8,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard,144,1
FC,6/8/2021,88.3,2.1,6.51,"Smyly, Drew",656555,592767,,foul,R,R,L,PHI,ATL,S,,3,2,2021,0.37,1.11,0.21,2.65,1,1,Bot,,,3.55,1.63,,,,1997,5.8,633785,,,8,7,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard,136,1
CU,6/8/2021,80.3,1.89,6.7,"Smyly, Drew",656555,592767,,foul,R,R,L,PHI,ATL,S,,3,2,2021,0.02,0,-0.15,3.07,1,1,Bot,,,3.55,1.63,,,,2292,5.6,633785,,,8,6,Curveball,0,1,0,1,1,0,0,1,Infield shift,Standard,13,1
FF,6/8/2021,92.1,1.7,6.76,"Smyly, Drew",656555,592767,,foul,R,R,L,PHI,ATL,S,,3,1,2021,0.71,1.69,-0.59,3.47,1,1,Bot,,,3.55,1.63,380,106.4,31,2259,5.8,633785,,,8,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,154,1
FC,6/8/2021,86.1,1.95,6.34,"Newcomb, Sean",591720,656794,field_out,hit_into_play,R,R,L,PHI,ATL,X,fly_ball,1,2,2021,-0.31,-0.19,1.12,2.48,2,7,Bot,162.91,115.28,3.26,1.48,228,70.3,38,2750,5.7,633785,0.51,0.531,64,4,Cutter,5,4,5,4,4,5,5,4,Infield shift,Standard,295,1
FF,6/8/2021,96.1,1.55,6.49,"Newcomb, Sean",591720,656794,,foul,R,R,L,PHI,ATL,S,,1,1,2021,0.52,1.46,0.5,3,2,7,Bot,,,3.26,1.48,279,85.9,32,2313,5.8,633785,,,64,3,4-Seam Fastball,5,4,5,4,4,5,5,4,Infield shift,Standard,145,1
CU,6/8/2021,79.4,1.9,6.69,"Smyly, Drew",656555,592767,,ball,R,R,L,PHI,ATL,B,,2,1,2021,0.2,-0.12,-0.52,1.15,1,1,Bot,,,3.42,1.63,,,,2285,5.7,633785,,,8,4,Curveball,0,1,0,1,1,0,0,1,Infield shift,Standard,24,1
FF,6/8/2021,94.4,1.59,6.43,"Newcomb, Sean",591720,656794,,foul,R,R,L,PHI,ATL,S,,1,0,2021,0.51,1.3,-0.61,1.93,2,7,Bot,,,3.26,1.48,4,86.7,-28,2300,5.8,633785,,,64,2,4-Seam Fastball,5,4,5,4,4,5,5,4,Infield shift,Standard,136,1
FC,6/8/2021,88.1,1.95,6.61,"Smyly, Drew",656555,592767,,ball,R,R,L,PHI,ATL,B,,1,1,2021,0.09,0.86,-2.01,2.99,1,1,Bot,,,3.38,1.63,,,,2086,5.8,633785,,,8,3,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard,141,1
CU,6/8/2021,79.5,1.76,6.77,"Smyly, Drew",656555,592767,,called_strike,R,R,L,PHI,ATL,S,,1,0,2021,0.21,-0.26,-0.1,2.03,1,1,Bot,,,3.36,1.63,,,,2184,5.4,633785,,,8,2,Curveball,0,1,0,1,1,0,0,1,Infield shift,Standard,28,1
FC,6/8/2021,85.5,1.81,6.26,"Newcomb, Sean",591720,656794,,ball,R,R,L,PHI,ATL,B,,0,0,2021,-0.49,-0.46,-0.44,0.97,2,7,Bot,,,2.94,1.48,,,,2725,5.7,633785,,,64,1,Cutter,5,4,5,4,4,5,5,4,Infield shift,Standard,306,1
