pitch_type,game_date,release_speed,release_pos_x,release_pos_z,pitcher_name,batter,pitcher,events,description,game_type,stand,p_throws,home_team,away_team,type,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,outs_when_up,inning,inning_topbot,hc_x,hc_y,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,release_spin_rate,release_extension,game_pk,estimated_ba_using_speedangle,estimated_woba_using_speedangle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,active_record
CU,8/24/2021,80.3,-2.01,5.39,"Morton, Charlie",592450,450203,strikeout,swinging_strike,R,R,R,ATL,NYY,S,,1,2,2021,1.32,-0.84,-0.08,1.45,2,5,Top,,,3.76,1.75,,,,3105,6.3,632763,,,38,5,Curveball,2,4,4,2,4,2,4,2,Standard,Standard,56,1
SI,8/24/2021,94.8,-2.02,5.46,"Morton, Charlie",592450,450203,,foul,R,R,R,ATL,NYY,S,,1,2,2021,-1.46,0.45,-0.77,2.1,2,5,Top,,,3.76,1.75,5,78,-20,2177,6.1,632763,,,38,4,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,241,1
FF,8/24/2021,96.7,-1.89,5.47,"Morton, Charlie",592450,450203,,ball,R,R,R,ATL,NYY,B,,0,2,2021,-0.91,0.97,1.95,2.37,2,5,Top,,,3.96,1.95,,,,2405,6.3,632763,,,38,3,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,239,1
CH,8/24/2021,85.2,-1.99,5.45,"Morton, Charlie",592450,450203,,called_strike,R,R,R,ATL,NYY,S,,0,1,2021,-1.45,0.53,0.54,1.79,2,5,Top,,,3.98,1.9,,,,1958,6.4,632763,,,38,2,Changeup,2,4,4,2,4,2,4,2,Standard,Standard,265,1
CU,8/24/2021,81.7,-2.13,5.43,"Morton, Charlie",592450,450203,,called_strike,R,R,R,ATL,NYY,S,,0,0,2021,1.35,-0.51,0.57,1.93,2,5,Top,,,3.89,1.81,,,,3159,6.4,632763,,,38,1,Curveball,2,4,4,2,4,2,4,2,Standard,Standard,57,1
CU,8/24/2021,80.5,-2.33,5.32,"Morton, Charlie",519203,450203,strikeout,swinging_strike,R,L,R,ATL,NYY,S,,2,2,2021,1.25,-1.04,-0.54,1.72,1,5,Top,,,3.49,1.6,,,,3077,6.3,632763,,,37,6,Curveball,2,4,4,2,4,2,4,2,Infield shift,Standard,59,1
CU,8/24/2021,80.2,-2.07,5.48,"Morton, Charlie",519203,450203,,foul,R,L,R,ATL,NYY,S,,2,2,2021,1.45,-0.84,-0.49,2.16,1,5,Top,,,3.49,1.6,4,81.2,-30,3142,6.4,632763,,,37,5,Curveball,2,4,4,2,4,2,4,2,Infield shift,Standard,59,1
FF,8/24/2021,95.8,-1.99,5.53,"Morton, Charlie",519203,450203,,ball,R,L,R,ATL,NYY,B,,1,2,2021,-1.1,0.99,0.68,3.99,1,5,Top,,,3.53,1.6,,,,2457,6.4,632763,,,37,4,4-Seam Fastball,2,4,4,2,4,2,4,2,Infield shift,Standard,236,1
CU,8/24/2021,81.3,-2.21,5.48,"Morton, Charlie",519203,450203,,called_strike,R,L,R,ATL,NYY,S,,1,1,2021,1.16,-0.87,-0.66,2.92,1,5,Top,,,3.47,1.6,,,,3027,6.3,632763,,,37,3,Curveball,2,4,4,2,4,2,4,2,Infield shift,Standard,50,1
CH,8/24/2021,85,-1.97,5.37,"Morton, Charlie",519203,450203,,swinging_strike,R,L,R,ATL,NYY,S,,1,0,2021,-1.32,-0.12,0.51,1.94,1,5,Top,,,3.49,1.6,,,,1773,6.4,632763,,,37,2,Changeup,2,4,4,2,4,2,4,2,Infield shift,Standard,267,1
CU,8/24/2021,80.4,-2.04,5.41,"Morton, Charlie",519203,450203,,ball,R,L,R,ATL,NYY,B,,0,0,2021,1.34,-0.85,-0.89,1.32,1,5,Top,,,3.52,1.62,,,,3023,6.2,632763,,,37,1,Curveball,2,4,4,2,4,2,4,2,Infield shift,Standard,58,1
CU,8/24/2021,80,-2.13,5.47,"Morton, Charlie",518934,450203,home_run,hit_into_play,R,R,R,ATL,NYY,X,fly_ball,0,0,2021,1.39,-0.68,-0.32,2.73,1,5,Top,14.99,94.74,3.55,1.63,374,94.9,35,3080,6.2,632763,0.097,0.181,36,1,Curveball,2,2,2,2,4,2,4,2,Standard,Standard,59,1
CU,8/24/2021,80.7,-2.27,5.45,"Morton, Charlie",458731,450203,field_out,hit_into_play,R,L,R,ATL,NYY,X,line_drive,3,2,2021,1.34,-0.83,-0.64,2.54,0,5,Top,71.88,126.83,3.32,1.51,247,81.4,21,3134,6.4,632763,0.76,0.73,35,6,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,56,1
FF,8/24/2021,94.3,-1.91,5.48,"Morton, Charlie",458731,450203,,foul,R,L,R,ATL,NYY,S,,3,1,2021,-1.08,1.05,0.43,2.66,0,5,Top,,,3.32,1.51,326,108,21,2265,6.6,632763,,,35,5,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shift,Standard,237,1
CH,8/24/2021,85.4,-1.98,5.38,"Morton, Charlie",458731,450203,,blocked_ball,R,L,R,ATL,NYY,B,,2,1,2021,-1.42,0.23,0.15,0.64,0,5,Top,,,3.09,1.39,,,,2205,6.5,632763,,,35,4,Changeup,2,2,2,2,2,2,2,2,Infield shift,Standard,260,1
FF,8/24/2021,94.8,-1.89,5.5,"Morton, Charlie",458731,450203,,ball,R,L,R,ATL,NYY,B,,1,1,2021,-1.12,1.08,1.86,3.15,0,5,Top,,,3.24,1.51,,,,2418,6.4,632763,,,35,3,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shift,Standard,237,1
FF,8/24/2021,94.6,-2.04,5.48,"Morton, Charlie",458731,450203,,called_strike,R,L,R,ATL,NYY,S,,1,0,2021,-1.09,1.09,-0.57,2.55,0,5,Top,,,3.1,1.41,,,,2437,6.4,632763,,,35,2,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shift,Standard,236,1
CU,8/24/2021,79.8,-2.25,5.43,"Morton, Charlie",458731,450203,,ball,R,L,R,ATL,NYY,B,,0,0,2021,1.3,-0.8,-1.03,2.56,0,5,Top,,,2.95,1.38,,,,3023,6.2,632763,,,35,1,Curveball,2,2,2,2,2,2,2,2,Infield shift,Standard,66,1
CU,8/24/2021,80.2,-2.14,5.42,"Morton, Charlie",623205,450203,single,hit_into_play,R,L,R,ATL,NYY,X,ground_ball,1,2,2021,1.49,-0.78,-0.31,2.05,0,5,Top,74.91,116.53,3.29,1.49,46,106.7,0,3108,6.2,632763,0.487,0.448,34,4,Curveball,2,2,2,2,2,2,2,2,Infield shift,Standard,57,1
CU,8/24/2021,80.2,-2.08,5.38,"Morton, Charlie",623205,450203,,foul,R,L,R,ATL,NYY,S,,1,1,2021,1.31,-0.86,-0.08,1.34,0,5,Top,,,3.29,1.49,2,76.5,-31,3079,6.6,632763,,,34,3,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,63,1
CU,8/24/2021,79.8,-2.09,5.44,"Morton, Charlie",623205,450203,,foul,R,L,R,ATL,NYY,S,,1,0,2021,1.23,-0.75,0.89,2.07,0,5,Top,,,3.29,1.49,3,74.4,-32,3078,6.4,632763,,,34,2,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,55,1
CU,8/24/2021,78.7,-2.08,5.46,"Morton, Charlie",623205,450203,,ball,R,L,R,ATL,NYY,B,,0,0,2021,1.38,-0.83,-0.95,2.48,0,5,Top,,,3.46,1.49,,,,3067,6.3,632763,,,34,1,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,59,1
FF,8/24/2021,94.8,-2.06,5.46,"Morton, Charlie",596059,450203,field_out,hit_into_play,R,L,R,ATL,NYY,X,ground_ball,3,1,2021,-0.9,1.04,-0.58,2.31,2,4,Top,153.93,151.39,3.32,1.51,3,82,-33,2320,6.3,632763,0.037,0.033,28,5,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shift,Standard,238,1
FF,8/24/2021,95,-2.09,5.48,"Morton, Charlie",596059,450203,,ball,R,L,R,ATL,NYY,B,,2,1,2021,-0.95,1.03,-1.38,3.88,2,4,Top,,,3.02,1.51,,,,2287,6.2,632763,,,28,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shift,Standard,241,1
FF,8/24/2021,95.2,-2.07,5.49,"Morton, Charlie",596059,450203,,foul,R,L,R,ATL,NYY,S,,2,0,2021,-1.02,1.05,-0.92,2.31,2,4,Top,,,3.32,1.51,232,76.1,50,2431,6.2,632763,,,28,3,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shift,Standard,238,1
CU,8/24/2021,81.3,-2.15,5.42,"Morton, Charlie",596059,450203,,ball,R,L,R,ATL,NYY,B,,1,0,2021,1.24,-0.79,1.13,1.68,2,4,Top,,,3.06,1.51,,,,3086,6.3,632763,,,28,2,Curveball,2,2,2,2,2,2,2,2,Infield shift,Standard,63,1
CU,8/24/2021,81.9,-2.15,5.37,"Morton, Charlie",596059,450203,,ball,R,L,R,ATL,NYY,B,,0,0,2021,1.13,-0.68,0.46,1.31,2,4,Top,,,3.06,1.51,,,,3092,6.5,632763,,,28,1,Curveball,2,2,2,2,2,2,2,2,Infield shift,Standard,56,1
SI,8/24/2021,94.8,-2.07,5.46,"Morton, Charlie",596142,450203,single,hit_into_play,R,R,R,ATL,NYY,X,ground_ball,0,1,2021,-1.34,0.38,-0.13,2.38,2,4,Top,149.84,96.75,3.47,1.59,38,90,-1,2140,6.3,632763,0.277,0.249,27,2,Sinker,2,1,1,2,2,2,2,2,Infield shift,Standard,241,1
SI,8/24/2021,0,0,0,"Morton, Charlie",596142,450203,,foul,R,R,R,ATL,NYY,S,,0,0,2021,0,0,0,0,2,4,Top,,,0,0,7,82.7,-17,0,0,632763,,,27,1,Sinker,2,1,1,2,1,2,1,2,Infield shift,Standard,0,0
SI,8/24/2021,95.3,-2.02,5.39,"Morton, Charlie",519317,450203,field_out,hit_into_play,R,R,R,ATL,NYY,X,ground_ball,0,0,2021,-1.56,0.33,-0.41,2.2,1,4,Top,105.05,170.64,3.66,1.68,1,89,-55,2206,6.4,632763,0.187,0.194,26,1,Sinker,2,1,1,2,1,2,1,2,Infield shift,Standard,242,1
FF,8/24/2021,95.3,-1.99,5.42,"Morton, Charlie",608336,450203,strikeout,called_strike,R,L,R,ATL,NYY,S,,2,2,2021,-1.12,1,0.28,2.83,0,4,Top,,,3.52,1.68,,,,2319,6.4,632763,,,25,5,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shift,Standard,240,1
CU,8/24/2021,81,-2.17,5.43,"Morton, Charlie",608336,450203,,foul,R,L,R,ATL,NYY,S,,2,1,2021,1.22,-0.58,0.9,2.25,0,4,Top,,,3.58,1.68,239,91.6,18,3061,6.1,632763,,,25,4,Curveball,2,1,1,2,1,2,1,2,Infield shift,Standard,60,1
FF,8/24/2021,95.6,-2.08,5.54,"Morton, Charlie",608336,450203,,ball,R,L,R,ATL,NYY,B,,1,1,2021,-1.13,0.8,-1.02,3.16,0,4,Top,,,3.55,1.68,,,,2237,6.3,632763,,,25,3,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shift,Standard,244,1
FF,8/24/2021,95.5,-2.11,5.54,"Morton, Charlie",608336,450203,,swinging_strike,R,L,R,ATL,NYY,S,,1,0,2021,-0.98,0.92,-0.53,3.46,0,4,Top,,,3.58,1.68,,,,2230,6.2,632763,,,25,2,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shift,Standard,239,1
FF,8/24/2021,95.2,-2.08,5.59,"Morton, Charlie",608336,450203,,ball,R,L,R,ATL,NYY,B,,0,0,2021,-1.1,0.88,-1.83,4.73,0,4,Top,,,3.54,1.68,,,,2234,6.2,632763,,,25,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shift,Standard,237,1
SI,8/24/2021,95.7,-2.03,5.56,"Morton, Charlie",592450,450203,double,hit_into_play,R,R,R,ATL,NYY,X,ground_ball,3,1,2021,-1.34,0.42,-0.09,3.15,0,4,Top,193.99,136.13,3.76,1.75,11,111.1,-15,2104,6.2,632763,0.23,0.207,24,5,Sinker,2,1,1,2,1,2,1,2,Standard,Standard,244,1
CH,8/24/2021,87.1,-2,5.4,"Morton, Charlie",592450,450203,,ball,R,R,R,ATL,NYY,B,,2,1,2021,-1.63,0.23,0.72,0.25,0,4,Top,,,4,1.88,,,,2313,6.4,632763,,,24,4,Changeup,2,1,1,2,1,2,1,2,Standard,Standard,262,1
SI,8/24/2021,95.1,-2.05,5.44,"Morton, Charlie",592450,450203,,called_strike,R,R,R,ATL,NYY,S,,2,0,2021,-1.52,0.43,0.33,2.24,0,4,Top,,,3.95,1.83,,,,2193,6.3,632763,,,24,3,Sinker,2,1,1,2,1,2,1,2,Standard,Standard,248,1
CU,8/24/2021,80.6,-2.09,5.39,"Morton, Charlie",592450,450203,,ball,R,R,R,ATL,NYY,B,,1,0,2021,1.33,-0.95,0.56,1.09,0,4,Top,,,4.01,1.85,,,,3156,6.2,632763,,,24,2,Curveball,2,1,1,2,1,2,1,2,Standard,Standard,58,1
CU,8/24/2021,80.6,-2.01,5.39,"Morton, Charlie",592450,450203,,ball,R,R,R,ATL,NYY,B,,0,0,2021,1.46,-0.82,0.48,1.44,0,4,Top,,,4.03,1.88,,,,3052,6.4,632763,,,24,1,Curveball,2,1,1,2,1,2,1,2,Standard,Standard,51,1
FF,8/24/2021,96.9,-2.1,5.5,"Morton, Charlie",519203,450203,field_out,hit_into_play,R,L,R,ATL,NYY,X,fly_ball,0,2,2021,-1.06,1.08,0.06,2.76,2,3,Top,155.11,67.77,3.49,1.6,333,93.1,39,2476,6.1,632763,0.023,0.031,20,5,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shift,Standard,235,1
CH,8/24/2021,86.9,-2.05,5.41,"Morton, Charlie",519203,450203,,foul,R,L,R,ATL,NYY,S,,0,2,2021,-1.57,0.42,-0.95,1.29,2,3,Top,,,3.49,1.6,158,63.8,24,2105,6.3,632763,,,20,4,Changeup,2,1,1,2,1,2,1,2,Infield shift,Standard,265,1
FF,8/24/2021,96.6,-2.05,5.55,"Morton, Charlie",519203,450203,,foul,R,L,R,ATL,NYY,S,,0,2,2021,-0.93,1.06,-0.45,3.87,2,3,Top,,,3.49,1.6,221,75.4,47,2450,6.1,632763,,,20,3,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shift,Standard,238,1
CU,8/24/2021,81.3,-2.25,5.38,"Morton, Charlie",519203,450203,,called_strike,R,L,R,ATL,NYY,S,,0,1,2021,1.35,-0.7,-0.5,1.47,2,3,Top,,,3.43,1.6,,,,3021,6.5,632763,,,20,2,Curveball,2,1,1,2,1,2,1,2,Infield shift,Standard,61,1
FF,8/24/2021,97,-2.01,5.54,"Morton, Charlie",519203,450203,,foul,R,L,R,ATL,NYY,S,,0,0,2021,-1.11,1.11,0.53,3.16,2,3,Top,,,3.49,1.6,214,71.3,48,2582,6.4,632763,,,20,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shift,Standard,238,1
SI,8/24/2021,96.4,-2.04,5.46,"Morton, Charlie",518934,450203,strikeout,swinging_strike,R,R,R,ATL,NYY,S,,0,2,2021,-1.36,0.53,-0.69,1.56,1,3,Top,,,3.55,1.63,,,,2271,6.3,632763,,,19,3,Sinker,2,1,1,2,1,2,1,2,Standard,Standard,242,1
CU,8/24/2021,80.4,-2.21,5.35,"Morton, Charlie",518934,450203,,called_strike,R,R,R,ATL,NYY,S,,0,1,2021,1.58,-0.83,-0.22,2.18,1,3,Top,,,3.27,1.63,,,,3280,6.6,632763,,,19,2,Curveball,2,1,1,2,1,2,1,2,Standard,Standard,56,1
FC,8/24/2021,86.3,-2.03,5.48,"Morton, Charlie",518934,450203,,foul,R,R,R,ATL,NYY,S,,0,0,2021,0.32,0.31,0.39,2.01,1,3,Top,,,3.55,1.63,2,62.9,-48,2478,6.3,632763,,,19,1,Cutter,2,1,1,2,1,2,1,2,Standard,Standard,66,1
FF,8/24/2021,95.3,-1.97,5.56,"Morton, Charlie",571760,450203,strikeout,called_strike,R,L,R,ATL,NYY,S,,0,2,2021,-1.11,1.12,0.61,2.13,0,3,Top,,,3.5,1.59,,,,2393,6.4,632763,,,18,3,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,238,1
FF,8/24/2021,94.2,-2.14,5.48,"Morton, Charlie",571760,450203,,foul,R,L,R,ATL,NYY,S,,0,1,2021,-1.12,0.89,-0.27,2.64,0,3,Top,,,3.47,1.59,202,71.1,46,2288,6.2,632763,,,18,2,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,244,1
FF,8/24/2021,94.2,-2.08,5.55,"Morton, Charlie",571760,450203,,called_strike,R,L,R,ATL,NYY,S,,0,0,2021,-1.21,0.89,-0.81,2.52,0,3,Top,,,3.65,1.59,,,,2268,6.2,632763,,,18,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,243,1
CU,8/24/2021,81.4,-2.38,5.31,"Morton, Charlie",623205,450203,strikeout,swinging_strike,R,L,R,ATL,NYY,S,,0,2,2021,1.5,-0.85,0.63,1.87,2,2,Top,,,3.29,1.49,,,,3223,6.3,632763,,,14,3,Curveball,2,1,1,2,1,2,1,2,Infield shift,Standard,63,1
CU,8/24/2021,81.6,-2.11,5.39,"Morton, Charlie",623205,450203,,called_strike,R,L,R,ATL,NYY,S,,0,1,2021,1.47,-0.82,-0.32,1.66,2,2,Top,,,3.33,1.49,,,,3143,6.3,632763,,,14,2,Curveball,2,1,1,2,1,2,1,2,Standard,Standard,58,1
CU,8/24/2021,81.3,-2.17,5.48,"Morton, Charlie",623205,450203,,called_strike,R,L,R,ATL,NYY,S,,0,0,2021,1.52,-0.75,-0.44,2.17,2,2,Top,,,3.15,1.49,,,,3190,6.4,632763,,,14,1,Curveball,2,1,1,2,1,2,1,2,Standard,Standard,62,1
CU,8/24/2021,81.5,-2.29,5.37,"Morton, Charlie",596059,450203,strikeout,swinging_strike,R,L,R,ATL,NYY,S,,1,2,2021,1.25,-0.68,0.22,1.94,1,2,Top,,,3.32,1.51,,,,3038,6.2,632763,,,13,4,Curveball,2,1,1,2,1,2,1,2,Infield shift,Standard,63,1
FF,8/24/2021,96.5,-2.04,5.52,"Morton, Charlie",596059,450203,,foul,R,L,R,ATL,NYY,S,,1,1,2021,-1.11,1.1,-0.07,2.33,1,2,Top,,,3.32,1.51,173,75.6,65,2508,6.4,632763,,,13,3,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shift,Standard,233,1
FF,8/24/2021,97.1,-2.13,5.57,"Morton, Charlie",596059,450203,,swinging_strike,R,L,R,ATL,NYY,S,,1,0,2021,-1.06,1.08,0.21,3.27,1,2,Top,,,3.32,1.51,,,,2470,6.3,632763,,,13,2,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shift,Standard,242,1
FF,8/24/2021,97.1,-1.99,5.47,"Morton, Charlie",596059,450203,,ball,R,L,R,ATL,NYY,B,,0,0,2021,-1.08,1.18,1.29,1,1,2,Top,,,3.1,1.44,,,,2525,6.5,632763,,,13,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shift,Standard,240,1
CU,8/24/2021,81.1,-2.26,5.37,"Morton, Charlie",596142,450203,strikeout,swinging_strike,R,R,R,ATL,NYY,S,,2,2,2021,1.52,-0.8,0.93,1.5,0,2,Top,,,3.47,1.59,,,,3221,6.4,632763,,,12,6,Curveball,2,1,1,2,1,2,1,2,Infield shift,Standard,53,1
FF,8/24/2021,96.2,-2.04,5.53,"Morton, Charlie",596142,450203,,ball,R,R,R,ATL,NYY,B,,1,2,2021,-1.13,1.14,0.93,1.05,0,2,Top,,,3.13,1.49,,,,2363,6.4,632763,,,12,5,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shift,Standard,238,1
SI,8/24/2021,95.4,-2.03,5.56,"Morton, Charlie",596142,450203,,foul,R,R,R,ATL,NYY,S,,1,2,2021,-1.42,0.31,-0.21,2.81,0,2,Top,,,3.47,1.59,51,60.3,3,2112,6.3,632763,,,12,4,Sinker,2,1,1,2,1,2,1,2,Infield shift,Standard,244,1
FF,8/24/2021,95.1,-1.93,5.56,"Morton, Charlie",596142,450203,,ball,R,R,R,ATL,NYY,B,,0,2,2021,-1.19,1,0.54,3.94,0,2,Top,,,3.09,1.46,,,,2417,6.4,632763,,,12,3,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shift,Standard,236,1
CU,8/24/2021,81.1,-2.14,5.43,"Morton, Charlie",596142,450203,,called_strike,R,R,R,ATL,NYY,S,,0,1,2021,1.39,-0.48,0.23,2.96,0,2,Top,,,3.14,1.43,,,,2999,6.3,632763,,,12,2,Curveball,2,1,1,2,1,2,1,2,Infield shift,Standard,62,1
FF,8/24/2021,95.5,-1.98,5.57,"Morton, Charlie",596142,450203,,called_strike,R,R,R,ATL,NYY,S,,0,0,2021,-1.21,0.9,0.22,2.86,0,2,Top,,,3.34,1.59,,,,2378,6.4,632763,,,12,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shift,Standard,238,1
CU,8/24/2021,81.4,-2.08,5.43,"Morton, Charlie",519317,450203,home_run,hit_into_play,R,R,R,ATL,NYY,X,line_drive,2,2,2021,1.4,-0.85,-0.38,2.65,0,2,Top,90.53,33.17,3.66,1.68,419,111.7,18,3214,6,632763,0.817,1.205,11,5,Curveball,2,0,0,2,1,2,1,2,Infield shift,Standard,56,1
FF,8/24/2021,95.2,-1.95,5.6,"Morton, Charlie",519317,450203,,ball,R,R,R,ATL,NYY,B,,1,2,2021,-1.07,0.9,1.21,3.25,0,2,Top,,,3.72,1.85,,,,2348,6.2,632763,,,11,4,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Standard,239,1
CH,8/24/2021,85.9,-2.05,5.5,"Morton, Charlie",519317,450203,,called_strike,R,R,R,ATL,NYY,S,,1,1,2021,-1.43,0.18,0.23,2.03,0,2,Top,,,3.72,1.78,,,,1983,6.4,632763,,,11,3,Changeup,2,0,0,2,0,2,0,2,Infield shift,Standard,266,1
SI,8/24/2021,94,-2.06,5.51,"Morton, Charlie",519317,450203,,ball,R,R,R,ATL,NYY,B,,0,1,2021,-1.23,0.28,-0.43,0.87,0,2,Top,,,3.74,1.81,,,,2037,6.2,632763,,,11,2,Sinker,2,0,0,2,0,2,0,2,Infield shift,Standard,249,1
CU,8/24/2021,80.4,-2.12,5.46,"Morton, Charlie",519317,450203,,called_strike,R,R,R,ATL,NYY,S,,0,0,2021,0.91,-0.86,-0.53,1.85,0,2,Top,,,3.72,1.73,,,,3005,6.2,632763,,,11,1,Curveball,2,0,0,2,0,2,0,2,Infield shift,Standard,39,1
FF,8/24/2021,92.7,-2.91,5.89,"Rodríguez, Richard",596142,593144,field_out,hit_into_play,R,R,R,ATL,NYY,X,ground_ball,3,2,2021,-1.14,1.17,-0.38,3.91,2,6,Top,89.93,152.51,3.47,1.59,58,98.2,0,2245,6.7,632763,0.433,0.418,46,7,4-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard,227,1
SL,8/24/2021,83.3,1.64,6.58,"Smith, Will",518934,519293,field_out,hit_into_play,R,R,L,ATL,NYY,X,popup,0,0,2021,-0.46,0.4,-0.44,1.94,2,9,Top,112.35,134.07,3.55,1.63,169,90.6,65,2401,6.3,632763,0.007,0.006,69,1,Slider,3,5,5,3,5,3,5,3,Standard,Standard,319,1
CU,8/24/2021,81.4,-2.12,5.49,"Morton, Charlie",608336,450203,field_out,hit_into_play,R,L,R,ATL,NYY,X,fly_ball,3,2,2021,1.38,-0.84,-0.13,2.03,2,1,Top,83.39,97.13,3.58,1.68,274,77.4,34,3173,6.1,632763,0.11,0.099,4,7,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,60,1
CU,8/24/2021,82.1,-2.22,5.49,"Morton, Charlie",608336,450203,,foul,R,L,R,ATL,NYY,S,,3,2,2021,1.41,-0.99,-0.08,2,2,1,Top,,,3.58,1.68,5,68.7,-25,3187,6.2,632763,,,4,6,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,61,1
FF,8/24/2021,93,1.46,6.69,"Smith, Will",572228,519293,walk,ball,R,R,L,ATL,NYY,B,,3,0,2021,0.66,1.47,1.04,1.53,2,9,Top,,,3.59,1.71,,,,2365,6.4,632763,,,68,4,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,147,1
FF,8/24/2021,92.1,-2.8,5.99,"Rodríguez, Richard",596142,593144,,ball,R,R,R,ATL,NYY,B,,2,2,2021,-0.88,1.09,-0.43,4.19,2,6,Top,,,3.09,1.53,,,,2189,6.7,632763,,,46,6,4-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard,228,1
FF,8/24/2021,96.8,-1.99,5.58,"Morton, Charlie",608336,450203,,called_strike,R,L,R,ATL,NYY,S,,3,1,2021,-1.02,1.06,-0.2,1.65,2,1,Top,,,3.44,1.68,,,,2438,6.3,632763,,,4,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,232,1
SL,8/24/2021,82.6,1.62,6.64,"Smith, Will",572228,519293,,ball,R,R,L,ATL,NYY,B,,2,0,2021,-0.55,0.14,-0.89,3.16,2,9,Top,,,3.47,1.77,,,,2355,6.1,632763,,,68,3,Slider,3,5,5,3,5,3,5,3,Infield shift,Standard,321,1
FF,8/24/2021,93.9,-2.81,5.99,"Rodríguez, Richard",596142,593144,,foul,R,R,R,ATL,NYY,S,,2,2,2021,-1.18,0.86,-0.53,2.6,2,6,Top,,,3.47,1.59,90,103.8,4,2278,6.7,632763,,,46,5,4-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard,222,1
FF,8/24/2021,96.6,1.97,6.21,"Matzek, Tyler",519317,554431,strikeout,called_strike,R,R,L,ATL,NYY,S,,2,2,2021,0.32,1.33,0.83,2.9,2,8,Top,,,3.82,1.87,,,,2409,6.4,632763,,,60,5,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,156,1
FF,8/24/2021,92.9,1.55,6.72,"Smith, Will",572228,519293,,ball,R,R,L,ATL,NYY,B,,1,0,2021,0.7,1.44,1.46,2.8,2,9,Top,,,3.64,1.8,,,,2309,6.5,632763,,,68,2,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,146,1
FF,8/24/2021,94.5,-2.73,5.92,"Rodríguez, Richard",596142,593144,,swinging_strike,R,R,R,ATL,NYY,S,,2,1,2021,-0.89,1.24,0.72,2.03,2,6,Top,,,3.47,1.59,,,,2277,6.8,632763,,,46,4,4-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard,229,1
FF,8/24/2021,97.3,-1.95,5.64,"Morton, Charlie",608336,450203,,ball,R,L,R,ATL,NYY,B,,2,1,2021,-1,1.11,-0.15,3.77,2,1,Top,,,3.41,1.68,,,,2515,6.2,632763,,,4,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,237,1
FF,8/24/2021,96,1.79,6.3,"Matzek, Tyler",519317,554431,,foul,R,R,L,ATL,NYY,S,,2,1,2021,0.2,1.38,-0.74,3.75,2,8,Top,,,3.66,1.68,230,72.3,54,2396,6.3,632763,,,60,4,4-Seam Fastball,3,5,5,3,5,3,5,3,Standard,Standard,160,1
FF,8/24/2021,93.4,-3,5.95,"Rodríguez, Richard",596142,593144,,foul,R,R,R,ATL,NYY,S,,2,0,2021,-1.25,0.95,-0.52,2.37,2,6,Top,,,3.47,1.59,4,74.7,-30,2290,6.8,632763,,,46,3,4-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard,227,1
